["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","BOTTOM"]
["port 4","BOTTOM"]
("port 1","mode 1",1,"port 1",1,"transmission")
(11, 3)
1.9236682721666666e+14 9.5228038739017118e-01 5.2003520369493357e+00
1.9361596245833331e+14 9.5551105306434481e-01 6.4799997243315586e+00
1.9486509770000000e+14 9.5847672691556973e-01 7.7587386268770375e+00
1.9611423294166666e+14 9.6119445923831159e-01 9.0365462694987997e+00
1.9736336818333331e+14 9.6367648378841109e-01 1.0313400569750979e+01
1.9861250342500000e+14 9.6593894777265976e-01 1.1589289634475291e+01
1.9986163866666666e+14 9.6799618806820331e-01 1.2864211663841669e+01
("port 2","mode 1",1,"port 2",1,"transmission")
(11, 3)
1.8737028625000000e+14 1.4170876132749380e-03 -2.2713208784161929e+00
1.8861942149166666e+14 3.0998690970124310e-04 -1.8179847335932202e+00
1.8986855673333334e+14 6.4335434621103039e-04 -3.9658770223977959e+00
1.9111769197500000e+14 1.0027963748665246e-03 -3.1996540933125224e+00
1.9236682721666666e+14 8.6083725453119466e-04 -2.1627079429600786e+00
1.9361596245833331e+14 7.1113016084296257e-04 -7.9429143023774551e-01
1.9486509770000000e+14 6.6329809301297784e-04 3.9335486055194058e-01
1.9611423294166666e+14 3.3904273449785908e-04 1.2372604767256548e+00
1.9736336818333331e+14 2.3287383653315184e-04 -9.7600458318155781e-01
1.9861250342500000e+14 6.8896594657140615e-04 -4.1457709203776644e-01
1.9986163866666666e+14 7.2078744251758721e-04 6.5322302872055732e-02
("port 2","mode 1",1,"port 3",1,"transmission")
(11, 3)
1.8737028625000000e+14 3.4502264921292836e-01 1.9673506695454650e+00
1.8861942149166666e+14 3.3364148224829637e-01 3.2207689017517542e+00
1.8986855673333334e+14 3.2266025714331825e-01 4.4733930336290504e+00
1.9111769197500000e+14 3.1207681820430616e-01 5.7251925093123912e+00
1.9236682721666666e+14 3.0188018471105654e-01 6.9761325732412285e+00
1.9361596245833331e+14 2.9205564968688441e-01 8.2261731285079236e+00
1.9486509770000000e+14 2.8259000766208731e-01 9.4752825538604455e+00
1.9611423294166666e+14 2.7346919474319908e-01 1.0723444152671274e+01
1.9736336818333331e+14 2.6467688870779493e-01 1.1970646182444337e+01
1.9861250342500000e+14 2.5619834147151299e-01 1.3216883844976461e+01
1.9986163866666666e+14 2.4802226913870182e-01 1.4462172017203832e+01
("port 2","mode 1",1,"port 4",1,"transmission")
(11, 3)
1.8737028625000000e+14 3.2848126652623033e-04 9.6814697259958238e-01
1.8861942149166666e+14 5.1953862359299197e-04 2.7457410879506292e+00
1.8986855673333334e+14 7.9219042883993255e-04 4.2654658608400542e+00
1.9111769197500000e+14 1.0664621081414903e-03 5.6289971660797180e+00
1.9236682721666666e+14 1.2608030112921285e-03 6.9282102085515271e+00
1.9361596245833331e+14 1.3425521049560735e-03 8.2082454080597174e+00
1.9486509770000000e+14 1.3152578665785346e-03 9.4818882833554703e+00
1.9611423294166666e+14 1.1921993982642776e-03 1.0747674886559626e+01
1.9736336818333331e+14 9.9162676025572188e-04 1.2002811783860864e+01
1.9861250342500000e+14 7.4408359555833668e-04 1.3240809404168100e+01
1.9986163866666666e+14 4.8447962658044986e-04 1.4422919313777523e+01
("port 3","mode 1",1,"port 1",1,"transmission")
(11, 3)
1.8737028625000000e+14 2.6958971273769627e-04 -1.9022146301837322e+00
1.8861942149166666e+14 4.7238649557295711e-04 -2.1169982960436001e-01
1.8986855673333334e+14 7.3730013964456607e-04 1.2128527208573350e+00
1.9111769197500000e+14 9.9145050721058197e-04 2.5062667364438833e+00
1.9236682721666666e+14 1.1716665133084008e-03 3.7540306746587717e+00
1.9361596245833331e+14 1.2587925609088126e-03 4.9951364017706892e+00
1.9486509770000000e+14 1.2623271758537735e-03 6.2388350850404599e+00
1.9611423294166666e+14 1.1933200464710686e-03 7.4807591032847274e+00
1.9736336818333331e+14 1.0586470835564634e-03 8.7169571050027841e+00
1.9861250342500000e+14 8.7179080223046543e-04 9.9456855990331832e+00
1.9986163866666666e+14 6.5214713883537815e-04 1.1153399816741008e+01
("port 3","mode 1",1,"port 2",1,"transmission")
(11, 3)
1.8737028625000000e+14 3.4501022006536580e-01 1.9677821774038513e+00
1.8861942149166666e+14 3.3364554857160206e-01 3.2210482471556929e+00
1.8986855673333334e+14 3.2267040292695731e-01 4.4735136881409066e+00
1.9111769197500000e+14 3.1208005518420084e-01 5.7251573286045474e+00
1.9236682721666666e+14 3.0186567323137825e-01 6.9759465499562001e+00
1.9361596245833331e+14 2.9201766573134563e-01 8.2258528010921648e+00
1.9486509770000000e+14 2.8252524633605824e-01 9.4748608699381034e+00
1.9611423294166666e+14 2.7337542359917605e-01 1.0722958034376893e+01
1.9736336818333331e+14 2.6455531677216670e-01 1.1970129025544624e+01
1.9861250342500000e+14 2.5605350113074082e-01 1.3216370228061823e+01
1.9986163866666666e+14 2.4785925806363873e-01 1.4461694482752655e+01
("port 3","mode 1",1,"port 3",1,"transmission")
(11, 3)
1.8737028625000000e+14 2.9181672566205995e-03 2.4297907171953201e+00
1.8861942149166666e+14 3.0086088835893322e-03 3.1728067925494172e+00
1.8986855673333334e+14 1.8276166016236073e-03 3.9746034055125041e+00
1.9111769197500000e+14 3.7600280834431261e-04 5.7440103812069481e+00
1.9236682721666666e+14 1.2932015999416208e-03 8.0468984595728461e+00
1.9361596245833331e+14 2.0063402731368561e-03 8.8166185117949532e+00
1.9486509770000000e+14 2.2755779265662426e-03 9.4823926567193961e+00
1.9611423294166666e+14 2.3521064119682270e-03 1.0129672815167535e+01
1.9736336818333331e+14 2.2315860620928233e-03 1.0761167266457845e+01
1.9861250342500000e+14 1.7157651864844639e-03 1.1231860903013530e+01
1.9986163866666666e+14 1.3074701983259009e-03 1.0973886980593383e+01
("port 3","mode 1",1,"port 4",1,"transmission")
(11, 3)
1.8737028625000000e+14 9.2121498825651793e-01 -2.4240882004591917e+00
1.8861942149166666e+14 9.2618062106142207e-01 -1.2005433184655852e+00
1.8986855673333334e+14 9.3077255437130679e-01 2.2193830812630069e-02
1.9111769197500000e+14 9.3502280418734895e-01 1.2441140467900234e+00
1.9236682721666666e+14 9.3895512325695174e-01 2.4652142051665455e+00
1.9361596245833331e+14 9.4259468541945368e-01 3.6854806445092292e+00
1.9486509770000000e+14 9.4597539606986358e-01 4.9048991365715633e+00
1.9611423294166666e+14 9.4912896916107803e-01 6.1234640464841492e+00
1.9736336818333331e+14 9.5208008711223058e-01 7.3411667622583492e+00
1.9861250342500000e+14 9.5485631258281989e-01 8.5579911384277967e+00
1.9986163866666666e+14 9.5748506170958914e-01 9.7739247515090977e+00
("port 4","mode 1",1,"port 1",1,"transmission")
(11, 3)
1.8737028625000000e+14 3.4494426311010001e-01 -1.1737504584680756e+00
1.8861942149166666e+14 3.3359243224558044e-01 7.9549320835690565e-02
1.8986855673333334e+14 3.2262754019091422e-01 1.3320450331104836e+00
1.9111769197500000e+14 3.1204509821433424e-01 2.5837160185750849e+00
1.9236682721666666e+14 3.0183661102514808e-01 3.8345305141939869e+00
1.9361596245833331e+14 2.9199266569691312e-01 5.0844598823348548e+00
1.9486509770000000e+14 2.8250273723507346e-01 6.3334881095947813e+00
1.9611423294166666e+14 2.7335420369836544e-01 7.5816024115331349e+00
1.9736336818333331e+14 2.6453439656796995e-01 8.8287879470698947e+00
1.9861250342500000e+14 2.5603197950935819e-01 1.0075040393914694e+01
1.9986163866666666e+14 2.4783635137393581e-01 1.1320370923417642e+01
("port 4","mode 1",1,"port 2",1,"transmission")
(11, 3)
1.8737028625000000e+14 2.7569363998793556e-04 1.3314563242801163e+00
1.8861942149166666e+14 4.7460575916342604e-04 2.9989771872705258e+00
1.8986855673333334e+14 7.3611469617361274e-04 4.4102599562351532e+00
1.9111769197500000e+14 9.8216464537846443e-04 5.6930557225752247e+00
1.9236682721666666e+14 1.1498989461375935e-03 6.9345263857344497e+00
1.9361596245833331e+14 1.2243969193324149e-03 8.1734467855900235e+00
1.9486509770000000e+14 1.2191534271737620e-03 9.4172007308962637e+00
1.9611423294166666e+14 1.1458355223145850e-03 1.0658694257962710e+01
1.9736336818333331e+14 1.0091077946981913e-03 1.1892297496510453e+01
1.9861250342500000e+14 8.2060859550560675e-04 1.3116265536006059e+01
1.9986163866666666e+14 6.0020120017879495e-04 1.4316436715736655e+01
("port 4","mode 1",1,"port 3",1,"transmission")
(11, 3)
1.8737028625000000e+14 9.2121489069222551e-01 -2.4240883363597430e+00
1.8861942149166666e+14 9.2618019012882447e-01 -1.2005435066359915e+00
1.8986855673333334e+14 9.3077202916370771e-01 2.2193559865257052e-02
1.9111769197500000e+14 9.3502229078231314e-01 1.2441137881830346e+00
1.9236682721666666e+14 9.3895468142018401e-01 2.4652139717498889e+00
1.9361596245833331e+14 9.4259440730654920e-01 3.6854805044310308e+00
1.9486509770000000e+14 9.4597523039083731e-01 4.9048992195783150e+00
1.9611423294166666e+14 9.4912877845194432e-01 6.1234643024585633e+00
1.9736336818333331e+14 9.5207994047723210e-01 7.3411670756654237e+00
1.9861250342500000e+14 9.5485632545489885e-01 8.5579917067914479e+00
1.9986163866666666e+14 9.5748491458388219e-01 9.7739258465466197e+00
("port 4","mode 1",1,"port 4",1,"transmission")
(11, 3)
1.8737028625000000e+14 2.9767517511068765e-03 2.4677391068630792e+00
1.8861942149166666e+14 3.0262492766389574e-03 3.1980282204164987e+00
1.8986855673333334e+14 1.8514274863366904e-03 3.9928978516272431e+00
1.9111769197500000e+14 4.2643309044664989e-04 5.6431952144832085e+00
1.9236682721666666e+14 1.2335144254767057e-03 7.9663099138372697e+00
1.9361596245833331e+14 1.9718602361199320e-03 8.7309476910733945e+00
1.9486509770000000e+14 2.3414752529920717e-03 9.3885669594154013e+00
1.9611423294166666e+14 2.5510910328937430e-03 1.0053756340614280e+01
1.9736336818333331e+14 2.5336767898401125e-03 1.0733250214899009e+01
1.9861250342500000e+14 2.0167487107946819e-03 1.1310997863773771e+01
1.9986163866666666e+14 1.2203667243930422e-03 1.1241261856602002e+01
