["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","BOTTOM"]
["port 4","BOTTOM"]
("port 1","mode 1",1,"port 1",1,"transmission")
(11, 3)
1.9486509770000000e+14 9.5306382233746245e-01 7.7655521111620551e+00
1.9611423294166666e+14 9.5612868335779833e-01 9.0430675025900662e+00
1.9736336818333331e+14 9.5893477268718441e-01 1.0319643563270617e+01
1.9861250342500000e+14 9.6150133694385120e-01 1.1595266688568755e+01
1.9986163866666666e+14 9.6384412486441162e-01 1.2869935323299242e+01
("port 2","mode 1",1,"port 2",1,"transmission")
(11, 3)
1.8737028625000000e+14 8.8173692398193018e-04 -2.4795669595434480e+00
1.8861942149166666e+14 7.8710430537819371e-04 -3.0703403252366206e+00
1.8986855673333334e+14 8.8378126073835044e-04 -2.7322734148249745e+00
1.9111769197500000e+14 5.2082150650202845e-04 -1.8611971240007610e+00
1.9236682721666666e+14 2.7674857679288250e-04 2.5478528866406747e-01
1.9361596245833331e+14 4.1454630918754602e-04 1.8873676439403506e+00
1.9486509770000000e+14 3.9533438979141860e-04 3.5477294069950758e+00
1.9611423294166666e+14 6.9546209426199382e-04 5.1467976933497113e+00
1.9736336818333331e+14 9.8789397901900442e-04 6.0798016247316999e+00
1.9861250342500000e+14 8.4393983820960008e-04 6.7651272444617589e+00
1.9986163866666666e+14 2.9115231951223561e-04 6.9716029311487686e+00
("port 2","mode 1",1,"port 3",1,"transmission")
(11, 3)
1.8737028625000000e+14 3.6670275479382203e-01 2.9144754567382956e+00
1.8861942149166666e+14 3.5468975360952443e-01 4.1782078610537710e+00
1.8986855673333334e+14 3.4309437814166988e-01 5.4411645821380938e+00
1.9111769197500000e+14 3.3191312000491785e-01 6.7032810657713728e+00
1.9236682721666666e+14 3.2113698290674836e-01 7.9645134106287552e+00
1.9361596245833331e+14 3.1074559492384657e-01 9.2248352197180612e+00
1.9486509770000000e+14 3.0071766972677244e-01 1.0484211162603959e+01
1.9611423294166666e+14 2.9103960116724242e-01 1.1742620926331542e+01
1.9736336818333331e+14 2.8169624819713235e-01 1.3000077882819250e+01
1.9861250342500000e+14 2.7267017570990398e-01 1.4256595603387764e+01
1.9986163866666666e+14 2.6395456248531035e-01 1.5512183853995905e+01
("port 2","mode 1",1,"port 4",1,"transmission")
(11, 3)
1.8737028625000000e+14 1.0960886877997085e-03 2.4722300927542360e+00
1.8861942149166666e+14 1.1208238848779645e-03 3.8346573342518768e+00
1.8986855673333334e+14 1.0550291784213195e-03 5.2106876139181306e+00
1.9111769197500000e+14 8.4426428537660294e-04 6.6114253275874235e+00
1.9236682721666666e+14 5.0974094544771692e-04 8.1690864366533695e+00
1.9361596245833331e+14 2.7646729653890185e-04 1.0579305779864262e+01
1.9486509770000000e+14 5.5665552568288153e-04 1.2875333208947229e+01
1.9611423294166666e+14 9.2742011238199323e-04 1.4426227962780489e+01
1.9736336818333331e+14 1.2074808364333483e-03 1.5833190263040906e+01
1.9861250342500000e+14 1.3433509083648416e-03 1.7196933622831637e+01
1.9986163866666666e+14 1.3302236118832834e-03 1.8545132745558096e+01
("port 3","mode 1",1,"port 1",1,"transmission")
(11, 3)
1.8737028625000000e+14 9.7108178459358123e-04 -2.9637401082145215e-01
1.8861942149166666e+14 8.4576137257217482e-04 9.7484411500033252e-01
1.8986855673333334e+14 6.8268830006899882e-04 2.1885458104684514e+00
1.9111769197500000e+14 4.5479516713836323e-04 3.3221868378252775e+00
1.9236682721666666e+14 1.8649887329499955e-04 4.2147671968555338e+00
1.9361596245833331e+14 1.5513150289842514e-04 3.3449616437479808e+00
1.9486509770000000e+14 4.1326646192781482e-04 4.1709714329982504e+00
1.9611423294166666e+14 6.5222865897222491e-04 5.3105333029471469e+00
1.9736336818333331e+14 8.4817787591214163e-04 6.4987077214381603e+00
1.9861250342500000e+14 9.8622651686979066e-04 7.7052872009051914e+00
1.9986163866666666e+14 1.0618329304399846e-03 8.9273577863721680e+00
("port 3","mode 1",1,"port 2",1,"transmission")
(11, 3)
1.8737028625000000e+14 3.6664961184724593e-01 2.9147962376079497e+00
1.8861942149166666e+14 3.5463620495327025e-01 4.1784216275352337e+00
1.8986855673333334e+14 3.4303826939386484e-01 5.4412668234673776e+00
1.9111769197500000e+14 3.3184939393020252e-01 6.7032927047401998e+00
1.9236682721666666e+14 3.2105638306956891e-01 7.9644500907964231e+00
1.9361596245833331e+14 3.1064609134203852e-01 9.2247014425171248e+00
1.9486509770000000e+14 3.0060409885826017e-01 1.0484032279989034e+01
1.9611423294166666e+14 2.9091341561572343e-01 1.1742435531639932e+01
1.9736336818333331e+14 2.8155902894881846e-01 1.2999904810259624e+01
1.9861250342500000e+14 2.7253029268811912e-01 1.4256449798349463e+01
1.9986163866666666e+14 2.6381894115989146e-01 1.5512095485760433e+01
("port 3","mode 1",1,"port 3",1,"transmission")
(11, 3)
1.8737028625000000e+14 6.0758668154418244e-03 -2.2624343817289820e+00
1.8861942149166666e+14 4.4247903886590403e-03 -1.4945456490923656e+00
1.8986855673333334e+14 2.1877560328969338e-03 -9.2680031576667321e-01
1.9111769197500000e+14 1.6137367253343468e-03 -1.0803994105673327e+00
1.9236682721666666e+14 2.4415116428447609e-03 -4.7357173980335360e-01
1.9361596245833331e+14 2.6942198276284153e-03 6.4107259697305041e-01
1.9486509770000000e+14 2.4962438451007177e-03 2.0630789324513010e+00
1.9611423294166666e+14 2.8356819912530836e-03 3.6026308297680720e+00
1.9736336818333331e+14 3.4363384984172048e-03 4.7876753081524868e+00
1.9861250342500000e+14 3.1980366189221228e-03 5.6234478499897786e+00
1.9986163866666666e+14 2.1187151887240110e-03 6.0800501906711935e+00
("port 3","mode 1",1,"port 4",1,"transmission")
(11, 3)
1.8737028625000000e+14 9.1964022156012026e-01 -5.3592333979044837e-01
1.8861942149166666e+14 9.2507174244064660e-01 7.0860516942319662e-01
1.8986855673333334e+14 9.3007318440104647e-01 1.9523153722652895e+00
1.9111769197500000e+14 9.3467921536408594e-01 3.1951874583111892e+00
1.9236682721666666e+14 9.3893399558337476e-01 4.4372206365825591e+00
1.9361596245833331e+14 9.4286064783262447e-01 5.6784160378320072e+00
1.9486509770000000e+14 9.4647764157356262e-01 6.9187500108157156e+00
1.9611423294166666e+14 9.4982304807088458e-01 8.1582015161117560e+00
1.9736336818333331e+14 9.5292642704898778e-01 9.3967698211527360e+00
1.9861250342500000e+14 9.5579813171754613e-01 1.0634438870186754e+01
1.9986163866666666e+14 9.5846308459772289e-01 1.1871179321201067e+01
("port 4","mode 1",1,"port 1",1,"transmission")
(11, 3)
1.8737028625000000e+14 3.6659003345252861e-01 -2.2686343616839191e-01
1.8861942149166666e+14 3.5458935263809777e-01 1.0367884727049592e+00
1.8986855673333334e+14 3.4300073139373249e-01 2.2996584063554155e+00
1.9111769197500000e+14 3.3181844612007616e-01 3.5617082253121124e+00
1.9236682721666666e+14 3.2103000665286774e-01 4.8228895802163416e+00
1.9361596245833331e+14 3.1062267475260241e-01 6.0831645581694342e+00
1.9486509770000000e+14 3.0058242797357781e-01 7.3425174011873544e+00
1.9611423294166666e+14 2.9089271980449372e-01 8.6009402442838692e+00
1.9736336818333331e+14 2.8153872547152009e-01 9.8584261974995648e+00
1.9861250342500000e+14 2.7250972888688679e-01 1.1114983400595253e+01
1.9986163866666666e+14 2.6379732630376385e-01 1.2370634810048825e+01
("port 4","mode 1",1,"port 2",1,"transmission")
(11, 3)
1.8737028625000000e+14 9.7078414858221222e-04 2.8686831206075354e+00
1.8861942149166666e+14 8.4948233977562011e-04 4.1415980203125322e+00
1.8986855673333334e+14 6.8681103035218751e-04 5.3532177791306061e+00
1.9111769197500000e+14 4.5538789696462131e-04 6.4856447247518716e+00
1.9236682721666666e+14 1.8243191444555713e-04 7.3839198050038242e+00
1.9361596245833331e+14 1.5438555640457841e-04 6.4562344507526870e+00
1.9486509770000000e+14 4.1245647713346350e-04 7.3102926857105999e+00
1.9611423294166666e+14 6.4925594641403726e-04 8.4595182172832839e+00
1.9736336818333331e+14 8.4458063495155959e-04 9.6527251932001032e+00
1.9861250342500000e+14 9.8325188258845098e-04 1.0860714645294074e+01
1.9986163866666666e+14 1.0587750297665775e-03 1.2081833193946604e+01
("port 4","mode 1",1,"port 3",1,"transmission")
(11, 3)
1.8737028625000000e+14 9.1963988503199712e-01 -5.3592369029227116e-01
1.8861942149166666e+14 9.2507142710172519e-01 7.0860490329024350e-01
1.8986855673333334e+14 9.3007283877319735e-01 1.9523151899863227e+00
1.9111769197500000e+14 9.3467885766272141e-01 3.1951872866926805e+00
1.9236682721666666e+14 9.3893368610279315e-01 4.4372204369586274e+00
1.9361596245833331e+14 9.4286044485909426e-01 5.6784158233166702e+00
1.9486509770000000e+14 9.4647756911760739e-01 6.9187498546040960e+00
1.9611423294166666e+14 9.4982304837012455e-01 8.1582015075225573e+00
1.9736336818333331e+14 9.5292639375490107e-01 9.3967699829240292e+00
1.9861250342500000e+14 9.5579798659220350e-01 1.0634439173422134e+01
1.9986163866666666e+14 9.5846276404833508e-01 1.1871179737204550e+01
("port 4","mode 1",1,"port 4",1,"transmission")
(11, 3)
1.8737028625000000e+14 6.0526290719370131e-03 -2.2610093549169510e+00
1.8861942149166666e+14 4.3958634504011182e-03 -1.4936291156047519e+00
1.8986855673333334e+14 2.1582398157795977e-03 -9.3180508636512660e-01
1.9111769197500000e+14 1.6147545286866656e-03 -1.0996603264523492e+00
1.9236682721666666e+14 2.4556837936044011e-03 -4.8358649197379611e-01
1.9361596245833331e+14 2.7056399995320957e-03 6.3343222976693914e-01
1.9486509770000000e+14 2.4987366484445920e-03 2.0561010953835832e+00
1.9611423294166666e+14 2.8304664558218831e-03 3.5989989704668237e+00
1.9736336818333331e+14 3.4296515457414860e-03 4.7866036710230855e+00
1.9861250342500000e+14 3.1897866901723893e-03 5.6230382692316221e+00
1.9986163866666666e+14 2.1102003517926354e-03 6.0770622300774315e+00
