["port 1","LEFT"]
["port 2","LEFT"]
["port 3","LEFT"]
["port 4","RIGHT"]
("port 1","mode 1",1,"port 1",1,"transmission")
(8, 3)
1.9629268083333331e+14 3.0912603444247694e-01 1.2822433482465009e+01
1.9807715975000000e+14 2.9525276185875915e-01 1.4820061692670144e+01
1.9986163866666666e+14 2.8207352000949654e-01 1.6815564170910314e+01
("port 3","mode 1",1,"port 3",1,"transmission")
(8, 3)
1.8737028625000000e+14 9.2060714301849516e-03 -3.0405837059920353e+00
1.8915476516666666e+14 4.7494792735011237e-03 -2.6427006632279344e+00
1.9093924408333334e+14 4.8852881416113561e-03 -1.6051897209246071e+00
1.9272372300000000e+14 2.1357000939942099e-03 1.3139920729924648e+00
1.9450820191666666e+14 3.9172838147333985e-03 3.9662822504384252e+00
1.9629268083333331e+14 2.8529717220511356e-03 5.5239429582880781e+00
1.9807715975000000e+14 1.2739809146432195e-03 6.2414103865886368e+00
1.9986163866666666e+14 9.3377221684017649e-04 4.5391972461233481e+00
("port 3","mode 1",1,"port 4",1,"transmission")
(8, 3)
1.8737028625000000e+14 9.1129108811447090e-01 -7.8197087723640668e-01
1.8915476516666666e+14 9.1942223453207750e-01 1.4022005432361233e+00
1.9093924408333334e+14 9.2654348998321867e-01 3.5840316283015006e+00
1.9272372300000000e+14 9.3280604092657593e-01 5.7635550817593542e+00
1.9450820191666666e+14 9.3829202945359358e-01 7.9407281778666698e+00
1.9629268083333331e+14 9.4312477166518593e-01 1.0115572551468675e+01
1.9807715975000000e+14 9.4738977189337326e-01 1.2288048235218167e+01
1.9986163866666666e+14 9.5115739534986787e-01 1.4458188901111491e+01
("port 4","mode 1",1,"port 1",1,"transmission")
(8, 3)
1.8737028625000000e+14 3.8969917985329627e-01 -3.3759605762196615e-01
1.8915476516666666e+14 3.7199275604080534e-01 1.6701123023269528e+00
1.9093924408333334e+14 3.5511798884844054e-01 3.6758766147752358e+00
1.9272372300000000e+14 3.3903405833959843e-01 5.6796193092113398e+00
1.9450820191666666e+14 3.2370161385685525e-01 7.6813450505677228e+00
1.9629268083333331e+14 3.0910481029806147e-01 9.6810527793804511e+00
1.9807715975000000e+14 2.9522864998433668e-01 1.1678697274777551e+01
1.9986163866666666e+14 2.8204383444950504e-01 1.3674209606170937e+01
("port 4","mode 1",1,"port 2",1,"transmission")
(8, 3)
1.8737028625000000e+14 2.0254818945473186e-03 2.8219375935952287e+00
1.8915476516666666e+14 1.7963845742868419e-03 4.7671298905996675e+00
1.9093924408333334e+14 1.4180498297779801e-03 6.8266544788839232e+00
1.9272372300000000e+14 1.0745702236371110e-03 8.9757826583646914e+00
1.9450820191666666e+14 7.4125691356950025e-04 1.1212560038185597e+01
1.9629268083333331e+14 4.8173624248068838e-04 1.3712707536527345e+01
1.9807715975000000e+14 4.1661536317706758e-04 1.6508603459564988e+01
1.9986163866666666e+14 5.4562499922045874e-04 1.9130167787653161e+01
("port 4","mode 1",1,"port 3",1,"transmission")
(8, 3)
1.8737028625000000e+14 9.1129097886018218e-01 -7.8197132764585908e-01
1.8915476516666666e+14 9.1942218933356201e-01 1.4021999386184019e+00
1.9093924408333334e+14 9.2654359734188751e-01 3.5840312666626586e+00
1.9272372300000000e+14 9.3280610995933932e-01 5.7635549860883106e+00
1.9450820191666666e+14 9.3829201282675345e-01 7.9407281920265298e+00
1.9629268083333331e+14 9.4312465779974941e-01 1.0115572615274219e+01
1.9807715975000000e+14 9.4738963061872450e-01 1.2288048251451743e+01
1.9986163866666666e+14 9.5115726284468549e-01 1.4458188981317537e+01
("port 4","mode 1",1,"port 4",1,"transmission")
(8, 3)
1.8737028625000000e+14 9.2397783758089401e-03 -3.0417846259424306e+00
1.8915476516666666e+14 4.7197848851882052e-03 -2.6502065643845780e+00
1.9093924408333334e+14 4.9516906144263378e-03 -1.6238869464370282e+00
1.9272372300000000e+14 2.1281261713200737e-03 1.2367172732486773e+00
1.9450820191666666e+14 3.8162983223781347e-03 3.9220368730835937e+00
1.9629268083333331e+14 2.8713249757768905e-03 5.4484435590045788e+00
1.9807715975000000e+14 1.4932080439555848e-03 6.2279419448503761e+00
1.9986163866666666e+14 7.7387492806318709e-04 4.3848771793349659e+00
